id,name,age,num_dep,edu
78876,Amber Wallace,26,2,3
78835,Darren Hammond,40,0,2
78912,Ryan Beck,41,0,3
78843,Patricia Swanson,37,1,3
78944,Maria Hampton,30,3,6
78884,Olivia Ford,42,3,2
78970,Danielle Hill,35,1,5
78932,Ana Wolfe,18,0,3
79008,Anna Barrett,34,1,3
78954,Jamie Mills,32,0,1
79016,Patricia Baker,40,0,1
78990,Samantha Barrett,21,2,5
79044,Casey Daniels,23,1,3
79010,Richard Weaver,19,1,4
79064,Tanya Lambert,21,2,4
79028,Lindsay Fletcher,20,0,2
79072,Caleb Haynes,37,3,6
79054,Erin Brooks,18,1,2
79086,Jenna Ellis,20,0,1
79066,Drew Becker,22,0,3
79109,Timothy Delgado,44,0,5
79076,Sean Schneider,25,1,3
79161,Kenneth Mcgee,37,1,3
79092,Kelsey Brown,28,2,2
79191,Jimmy Ray,19,1,2
79141,Priscilla Martinez,41,3,3
79231,Adrienne Wagner,44,3,6
79175,Rodney Olson,32,1,1
79237,Kelly Rivera,24,1,3
79221,Darrell Stephens,32,2,2
79277,Kristen Sanchez,39,2,4
79233,Brenda Townsend,42,3,3
79309,Nichole Carpenter,40,3,2
79267,Tara Mckinney,18,1,1
79327,Angela Shelton,43,1,2
79283,Jimmy Tucker,21,0,1
79382,Alan Williams,30,1,5
79323,Derrick King,25,2,3
79440,Jay Cruz,34,3,1
79335,Jared Russell,29,1,2
79476,Jeffrey Munoz,40,2,2
79400,Courtney Harmon,39,1,3
79488,Caitlin Dixon,34,1,5
79448,Nicholas Mann,20,0,3
79498,Amy Stephens,39,1,4
79486,Luis Daniels,43,2,3
79508,Margaret Hudson,29,2,5
79494,Melinda Hale,27,0,2
79572,Fernando Fowler,28,2,5
79506,Meredith Miller,31,2,5
79619,Willie Vargas,21,1,2
79532,Miranda Goodwin,30,3,2
79663,Wendy King,33,3,1
79602,Daniel Webb,43,0,5
79697,Stephen Cummings,29,1,3
79629,Michael Edwards,35,3,3
79727,Rebekah Fowler,35,0,1
79683,Jared Graham,31,0,1
79779,Tyler Collins,18,0,5
79717,Rebecca Grant,21,0,2
79815,Morgan Hammond,43,0,6
79733,Jacob Romero,21,1,6
79839,Aaron Hall,40,2,5
79797,Michelle Hart,18,0,6
79853,Nathan Strickland,38,3,1
79827,Christopher Herrera,41,1,1
79874,Felicia Ray,27,2,3
79843,Tanya Silva,43,0,4
79894,Lacey Ross,21,1,1
79859,Tasha Wallace,37,0,2
79934,Samantha Rose,21,1,2
79884,Candace Peterson,19,2,2
79950,Chase Vargas,29,1,2
79900,Pamela Davidson,18,0,2
79960,Diana Vega,31,3,3
79946,Kevin Moss,30,0,4
80006,Willie Curry,43,2,2
79956,Jacqueline Chandler,36,2,3
80016,Vincent Black,30,3,1
79974,Sandra Santos,21,1,5
80022,Jaclyn Williamson,37,0,2
80012,Michael Miller,27,0,3
80066,Meredith Fields,31,1,3
80020,Johnathan Rose,18,0,3
80080,Kathleen Caldwell,36,1,5
80032,Deborah Patton,34,0,2
80118,Tabitha Norman,28,2,2
80076,Reginald Dean,42,1,1
80161,Jon Stone,22,0,2
80098,Cody Barnes,27,2,2
80183,Patricia Farmer,41,2,5
80129,Cassie Williams,21,0,2
80235,Brianna Jenkins,40,2,1
80173,Miranda Goodwin,28,1,1
80319,Ricardo Hayes,21,2,2
80203,Colin Fox,39,1,2
80329,Sergio Mcdonald,35,3,5
80301,Kristy Ward,28,2,3
80375,Edwin West,38,2,2
80325,Brett Pierce,21,1,2
80392,Valerie James,29,1,6
80353,Anthony Bowman,33,0,2
80416,Matthew Gibson,44,2,4
80379,Marc Bennett,40,2,5
80422,Tanya Allen,18,0,5
80408,Ronald Jimenez,41,1,3
80486,Aaron Smith,39,1,4
80418,Kristy Harmon,32,0,2
80528,Rachael Perkins,40,3,2
80440,Jordan Franklin,30,3,3
80560,Andrea Douglas,32,2,5
80488,Heidi Stephens,32,3,4
80566,Evan Gray,18,2,1
80550,David Grant,28,2,2
80600,Rachel Bryant,20,1,5
80564,Lindsey Barker,41,1,3
80620,Tamara White,24,0,3
80598,John Vargas,35,2,3
80636,Alex Graham,25,0,6
80606,Kelsey Wallace,29,0,6
80641,Darrell Harmon,23,1,3
80626,Leah Patton,21,1,4
80677,Priscilla Hamilton,36,1,5
80638,Stephanie Benson,38,3,2
80739,Kathleen Rodriquez,28,1,1
80651,Bryan Blair,36,2,5
80829,Jillian Rhodes,29,0,2
80719,Gina Salazar,44,3,2
80910,Alan Craig,39,2,5
80749,Logan Chavez,24,1,2
80972,Christy Blair,18,2,3
80833,Kayla Cunningham,34,3,5
80988,Alexis Hamilton,40,1,2
80962,Sean Schultz,37,1,3
81012,Edward Rose,22,0,4
80978,Louis Jacobs,30,3,5
81044,Olivia Myers,38,0,1
81000,Hannah Martin,29,2,2
81068,Albert Barnett,18,2,2
81030,Andre Larson,32,1,2
81102,Omar Sullivan,18,0,5
81050,Stephanie Daniels,21,1,2
81136,Jacqueline Chandler,33,1,3
81078,Austin Hart,38,3,5
81157,Reginald Duncan,30,3,2
81118,Holly Swanson,19,1,1
81221,Jesus Hubbard,35,2,1
81140,Peter Cook,36,0,5
81247,Nicole Cobb,29,1,4
81201,Darrell Stanley,44,0,1
81299,Adam Mack,22,2,2
81231,Kathleen Rowe,21,2,1
81327,Tanya Keller,41,1,1
81261,Monica Bailey,39,3,2
81345,Geoffrey Norris,38,2,4
81325,Kendra Hines,41,1,2
81361,Mark Thornton,39,2,1
81329,Allison Ortiz,39,3,3
81377,Brad Romero,32,3,4
81349,Nina Woods,22,0,2
81387,Randy Hammond,26,1,3
81373,Kara Young,29,0,1
81393,Casey Ortega,36,1,3
81381,Kelli Spencer,42,1,6
81410,Devin Stevens,40,2,1
81389,Zachary Robertson,26,2,1
81422,Chelsea Aguilar,31,1,5
81403,Justin Lawson,26,0,5
81448,Alex Gutierrez,20,2,2
81416,Jonathan Daniel,33,3,3
81480,Tina Cunningham,18,1,3
81424,Michelle Hansen,19,2,5
81500,Jill Johnston,38,1,2
81454,Angelica Graham,24,0,1
81524,Kelsey Peterson,25,0,6
81484,Darren Hale,30,0,5
81572,Adrian Russell,39,2,2
81520,Melissa Cole,28,0,5
81582,Larry Daniel,41,3,1
81534,Abigail Sutton,32,2,2
81614,Jaclyn Kennedy,21,1,3
81576,Carrie Jenkins,19,0,4
81628,Mitchell Matthews,43,1,3
81588,Jon Hardy,37,2,5
81685,Angel Burke,40,0,3
81624,Adrienne Manning,44,1,5
81741,Ross Green,26,0,1
81646,Dennis Brooks,32,2,1
81761,Tina Rivera,36,1,5
81701,Edwin Hernandez,29,1,2
81781,Cristina Lambert,18,1,2
81745,Nicole Patterson,21,2,2
81795,Desiree Carroll,22,1,2
81765,Erin Carpenter,30,3,2
81875,Frederick Gutierrez,21,2,5
81769,Valerie Fleming,34,0,1
81903,Bobby Delgado,24,1,3
81793,Billy Arnold,27,1,2
81919,Cindy Ford,21,0,3
81843,Dustin Barber,29,1,5
81996,Katie Hines,42,3,5
81901,Mitchell Allen,30,0,2
82018,Jermaine Weber,18,0,1
81911,Susan Bishop,40,3,6
82058,Austin Johnston,32,3,4
81966,Tiffany Scott,25,0,3
82084,George Thornton,41,2,2
82002,Jill Rodgers,38,0,1
82136,Felicia Romero,34,1,1
82044,Bruce Morgan,42,0,4
82164,Alex Simpson,24,1,5
82064,Sarah Brown,44,3,3
82183,Kelsey Harris,22,0,3
82096,Lee Arnold,39,2,1
82199,Leah Clark,44,1,5
82156,Luke Stephens,22,2,5
82269,Bryan Lawson,19,0,1
82181,Monica Barber,24,1,2
82291,Timothy Reid,40,1,1
82191,Wendy Farmer,43,3,3
82303,Alan Carr,22,0,2
82233,Pamela Mccoy,31,0,6
82325,Kristopher Wolfe,34,2,5
82289,Ian Banks,33,0,5
82331,Gary Sanders,21,0,2
82297,Shane Oliver,21,2,3
82341,Albert Hughes,25,0,2
82321,Meredith Caldwell,18,1,3
82359,Mallory Bowman,34,2,2
82329,Randy Baldwin,37,2,3
82385,Wayne Wolfe,27,2,3
82337,Brandy Gomez,30,2,3
82397,Victor Kim,34,3,1
82355,Lauren Flores,44,0,1
82417,Reginald Griffith,35,0,1
82365,Gregory Roberts,29,1,3
82466,Robert Silva,44,3,2
82391,Valerie Green,31,0,2
82478,Oscar Powell,24,2,1
82403,Misty Daniel,26,0,5
82580,Jonathan Lambert,30,1,2
82450,Beth Lane,43,2,6
82602,Felicia Daniels,27,2,3
82472,Patrick Kelly,25,2,6
82640,Thomas Mccoy,29,2,2
82508,Javier Martinez,37,1,1
82668,Mitchell Moore,31,3,2
82586,Phillip Reid,29,2,2
82684,Gregory Carlson,42,3,5
82610,Jon Mcdonald,37,3,2
82717,Melissa Hill,23,2,4
82650,Emily Warren,31,1,2
82789,Tonya Moss,31,3,3
82676,Jose Barrett,22,0,2
82823,Tamara Mccoy,29,0,1
82701,Danielle James,23,1,3
82857,Meghan Black,29,0,2
82755,Teresa Hunter,24,0,3
82861,Regina Powers,32,1,3
82801,Kyle Price,23,0,6
82897,Jimmy Patterson,25,0,2
82855,Roger Higgins,21,1,4
82907,Amber Weaver,27,0,2
82859,Maria Terry,20,2,1
82954,Leslie Schultz,43,2,1
82863,Tabitha Fleming,19,0,2
82970,Fernando James,26,2,2
82905,Tamara Bradley,35,1,5
82988,Jesse Griffin,42,2,2
82944,Mary Miles,37,0,2
83068,Angelica Tate,32,1,4
82956,Ashley Reese,20,2,2
83148,Mitchell Herrera,33,3,1
82972,Donald Simpson,23,2,2
83166,Jeremy Erickson,22,0,1
83036,Candace Wilson,26,0,2
83192,Robin Tucker,41,1,5
83102,Brooke Marshall,34,0,5
83215,Molly Gibson,35,2,2
83162,Paul Williams,25,1,5
83231,Omar Becker,43,2,3
83184,Kristy Salazar,27,1,2
83253,Larry Beck,30,1,4
83196,Caleb Carlson,19,1,1
83295,Kristen Jacobs,31,1,6
83217,Angel Johnston,31,2,6
83341,Taylor Hines,28,1,2
83243,Stefanie Wolfe,36,2,4
83397,Ebony Hayes,24,1,5
83259,Cindy Fisher,28,0,6
83433,Anna Day,24,0,1
83307,Joshua Norman,36,2,4
83441,Meredith Rogers,42,1,2
83393,Krystal Harmon,22,2,3
83490,Erin Spencer,31,0,1
83403,Cristina Sanchez,36,2,2
83560,Alison Fowler,23,0,1
83435,Angelica Williams,34,2,3
83574,Adam Peters,40,0,1
83462,Adrienne Reid,44,1,4
83626,Amanda Cannon,29,1,1
83496,Mallory Burgess,34,3,5
83634,Logan Fisher,26,0,1
83572,Theresa Myers,41,2,2
83638,Marissa Fleming,19,1,5
83584,Henry Leonard,38,3,2
83686,Alan Patton,26,1,2
83630,Paul Cooper,40,2,5
83743,Maria Banks,28,1,4
83636,Jamie Guzman,18,1,3
83763,Kayla Cox,38,3,2
83672,Keith Murray,24,2,1
83829,Ronald West,33,0,1
83725,Douglas Ingram,41,3,3
83867,Rebekah Johnston,21,0,4
83757,Denise Todd,36,1,3
83879,Randall Newton,29,0,3
83779,Brent Newman,42,1,3
83917,Spencer Mann,33,3,4
83859,Nicole Norman,22,1,2
84002,Mallory Tucker,28,0,4
83877,Reginald Dawson,25,1,3
84096,Wesley Schmidt,38,3,4
83895,Olivia Hale,25,0,1
84138,Samuel Davis,26,1,3
84000,Kayla Moore,34,3,2
84154,Caitlin Alvarez,29,1,3
84004,Bethany Stevens,41,1,3
84166,Andre Steele,19,2,5
84128,Cheryl Hall,19,1,2
84180,Katelyn Banks,25,0,2
84152,Jaime Wood,32,0,4
84188,Jillian Mitchell,38,2,4
84158,Colin Weaver,27,1,3
84281,Jasmine Bennett,37,3,3
84172,Corey Fisher,24,1,2
84329,Gabriel Carlson,24,1,3
84184,Erika Fisher,24,0,3
84343,Kelli Wolfe,33,0,4
84259,George Cannon,23,1,1
84387,Danielle Roberts,22,0,1
84287,Colleen Washington,21,0,5
84437,Stacey Reeves,35,2,1
84341,Wayne Joseph,43,0,1
84465,Vincent Moreno,24,2,5
84367,Bridget Meyer,21,0,5
84488,Sharon Adams,30,3,3
84427,Sergio Garza,19,1,2
84510,Krista Hunter,26,1,2
84451,Deborah Palmer,19,0,3
84574,April Malone,38,3,3
84469,Darren White,31,1,3
84602,Molly Lewis,40,2,1
84490,Sarah Cross,26,0,1
84624,Alicia Kelly,30,3,3
84516,Jordan Bailey,34,3,3
84734,Alan Bell,22,2,2
84584,Ruben Freeman,43,0,3
84769,Lauren Hampton,41,3,2
84620,Cassandra Hardy,27,2,2
84835,Jared Cummings,37,0,2
84718,Audrey Murphy,23,2,3
84889,Michelle Pierce,18,2,1
84737,Rodney Sims,36,2,1
84903,Stephen Ellis,44,3,4
84791,Angelica Patton,31,3,1
85002,Jeffrey Phillips,19,0,1
84879,Gerald Francis,37,3,2
85010,Claudia Miles,22,2,3
84901,Emily Chavez,30,0,3
85026,Terry Rogers,39,0,4
84973,Dylan Vega,19,0,2
85050,Travis Thomas,30,2,1
85004,Oscar Malone,22,1,3
85088,James Mitchell,31,0,1
85014,Billy Graves,36,2,1
85100,Carl Lawson,41,3,4
85042,Rachael Murray,33,0,2
85120,Brent Kennedy,21,2,6
85080,Tabitha Pierce,31,2,1
85146,Felicia Perry,18,2,3
85098,Ebony Horton,24,0,1
85170,Latasha Carlson,34,3,2
85110,Jenny Hernandez,37,2,4
85208,Lee Lane,35,3,2
85122,Amanda Ruiz,26,0,2
85242,Angel Morris,39,1,3
85156,Joseph Sims,36,0,2
85315,Jason Haynes,23,1,1
85202,Kristopher Johnson,32,3,5
85325,Alan Holland,43,2,1
85216,Alison Walsh,23,1,2
85363,Albert Robinson,35,3,2
85263,Margaret Butler,32,0,6
85381,Casey Butler,26,0,2
85319,Louis Aguilar,40,3,3
85399,Todd Wheeler,26,1,2
85339,Evan Munoz,44,1,5
85481,Alexis Morris,31,3,1
85375,Andre Henry,28,1,3
85514,Todd Ross,26,1,2
85389,Martin Price,19,1,1
85538,Christine Bryant,29,1,3
85435,Lauren Bowen,18,0,3
85598,Deanna Duncan,40,0,5
85501,Valerie Banks,35,1,1
85644,Antonio Mcdonald,23,0,3
85528,Samantha Evans,33,3,2
85704,Tina Wade,33,0,3
85572,Roger Parks,44,2,1
85773,Meghan Webb,44,2,1
85630,Jordan Carlson,27,1,2
85815,Morgan Elliott,43,2,2
85688,Alexandra Wallace,34,1,3
85847,Frederick Cox,39,3,5
85763,Carolyn Carter,28,0,2
85865,Danny Hernandez,41,0,1
85793,Sandra Anderson,23,1,1
85943,Gary Shaw,38,1,2
85845,Kristi Lambert,32,3,1
85985,Ryan Goodman,32,2,5
85861,Jenna Joseph,42,3,2
86001,Jesus Torres,38,0,1
85889,Adam Harrison,32,3,1
86064,Mathew Montgomery,30,2,6
85957,Johnathan Gray,41,3,1
86076,Jaime Perkins,42,1,2
85989,Terry Watts,32,1,6
86120,Dennis Romero,26,0,6
86042,Samuel Allen,20,1,1
86130,Meagan Nichols,36,1,3
86068,Allen Morris,43,1,3
86144,Colleen Carter,23,1,2
86098,Paul Love,37,1,5
86162,Angel Hart,37,0,1
86126,Chad Strickland,24,1,2
86186,Casey Lopez,41,0,2
86142,Barbara Stone,19,0,5
86192,Angel Austin,44,2,2
86152,James Keller,38,2,5
86228,Alexandra Erickson,41,2,6
86180,Olivia Fleming,20,2,3
86250,Abigail Fernandez,36,3,2
86190,Katrina Butler,30,3,1
86315,Travis Reyes,26,2,3
86220,Roger Hill,38,3,3
86365,Katrina Ingram,40,1,6
86240,Randy Kelley,23,2,2
86419,Angelica Hansen,26,2,1
86301,Victor Bowman,22,0,5
86439,Antonio Bowman,29,2,1
86379,Nathaniel Santos,23,0,6
86453,Corey Arnold,41,2,1
86423,Michael Coleman,38,1,2
86473,Javier Brooks,33,2,3
86443,Dana Barber,37,3,6
86544,Lindsay Martinez,24,2,3
86465,Meredith Spencer,29,0,5
86570,Carolyn White,25,2,2
86477,Krystal Townsend,25,2,4
86616,Bruce Farmer,18,1,2
86562,Leslie Conner,44,2,1
86636,Calvin Neal,36,3,2
86606,Javier Newman,20,2,3
86646,Courtney Manning,35,2,3
86628,Ruben Rodriguez,19,2,2
86672,Darren Bush,20,2,5
86644,Thomas Webb,18,0,6
86704,Ana Sanders,19,2,3
86668,Brenda Aguilar,20,0,4
86716,Caroline Garrett,19,0,3
86682,Philip White,38,3,5
86728,Brad Douglas,20,2,1
86712,Lee Griffith,43,3,1
86772,Raymond Watts,33,1,1
86718,Frederick Swanson,19,2,2
86778,Donald West,41,2,1
86734,Mario Ramsey,23,1,2
86821,Caroline Patterson,28,1,3
86776,Lindsey Vasquez,19,2,6
86897,Paul Townsend,26,0,5
86811,Samantha Fields,25,1,3
86915,Bobby Ellis,19,0,2
86859,Jimmy Porter,26,0,3
86921,Caitlin Potter,29,0,2
86905,Stefanie Nguyen,26,1,2
86939,Roger Price,39,2,4
86917,Jerry Lawrence,41,2,3
86991,Antonio Matthews,38,1,3
86937,Nicholas Armstrong,41,1,2
87011,Caroline Clark,40,2,5
86957,Priscilla Neal,27,2,4
87072,Henry Miles,32,3,1
86999,Bruce Snyder,24,0,2
87096,Deborah Rose,33,2,5
87013,Wendy Herrera,29,0,3
87138,Brian Chambers,39,0,5
87076,Audrey Ortiz,41,0,1
87192,Dana Bowman,28,1,2
87132,Seth Larson,38,2,3
87246,Leah Bailey,20,2,5
87162,Adam Stevens,25,0,2
87268,Nathan Hamilton,37,1,5
87226,Carla Mccoy,30,3,3
87297,Monique Byrd,34,0,6
87262,Ronald Alexander,34,3,3
87357,Lisa Ramos,41,0,3
87278,Melissa Stephens,24,0,2
87421,Kelsey George,41,2,2
87301,Brianna Johnston,32,3,2
87447,Jill Torres,27,1,2
87363,Kristy Dennis,38,1,2
87473,Lawrence Henry,23,2,5
87431,Trevor Riley,28,0,3
87523,Dana Lee,23,1,2
87471,Martin Berry,21,2,1
87551,Angel Fleming,26,2,5
87521,Mario Watkins,39,2,2
87584,Francisco Fox,35,0,3
87535,Stefanie Cooper,40,3,5
87596,Angela Fisher,39,0,4
87562,Stacey Ford,18,2,2
87664,Jeffrey Simmons,25,0,5
87594,Kelli Gardner,32,0,3
87682,Trevor Harper,39,2,1
87600,Amanda Armstrong,36,3,1
87730,Alison Wade,27,1,1
87668,Desiree Mack,31,0,5
87770,Mark Marshall,31,0,2
87706,Stefanie Ferguson,40,0,3
87831,Richard Rodgers,25,1,2
87752,David Clark,24,1,1
87855,Donald Holland,35,2,1
87804,Bridget Lowe,40,3,1
87881,Alexander Keller,31,1,1
87839,Christina Shaw,25,2,4
87909,Evan Green,37,1,5
87863,Mathew Bradley,30,2,2
87979,Alejandro Curtis,34,3,6
87889,Joseph Ingram,36,0,2
88007,Wayne Fowler,37,3,5
87933,Ann Burgess,38,2,4
88015,Dustin Hayes,27,0,6
87987,Heidi Castro,26,0,3
88063,Douglas Alvarez,23,0,2
88009,Danny Hines,19,1,4
88110,Martin Berry,23,0,6
88023,Michele Johnson,36,0,2
88168,Marissa Watkins,23,0,1
88084,Jill Palmer,19,2,1
88196,Derek Rice,40,1,3
88142,Emily Matthews,43,0,3
88246,Justin Black,29,0,1
88194,Joshua Wright,30,0,1
88270,Jaclyn Murray,20,0,3
88238,Todd Higgins,34,0,2
88284,Erica Reeves,37,1,2
88254,Kari Dean,36,1,2
88308,Rachel Santos,44,3,2
88280,Jordan Lucas,27,1,2
88385,Jonathon Watkins,23,1,2
88302,Jaclyn Craig,38,1,1
88405,Virginia Snyder,22,2,5
88357,Darren Patton,24,1,3
88465,Marc Cook,26,2,3
88395,Mario Hawkins,26,1,2
88473,Kelsey Hampton,38,0,1
88449,Bobby Yates,40,0,3
88531,Roberto Rios,20,2,5
88469,Sandra Rios,33,0,2
88571,Karen Guzman,37,0,2
88517,Morgan Joseph,18,2,5
88578,Jay Reyes,24,0,5
88539,Billy Byrd,35,1,4
88592,Gabriel Barnett,27,0,5
88573,Samuel Wallace,33,1,2
88600,Sara Ellis,40,1,5
88580,Roy Flores,32,2,2
88612,Shawn Allen,23,2,5
88594,Kayla Rogers,31,2,2
88678,Marissa Wheeler,38,1,6
88602,Ricardo Norris,28,1,4
88758,Martin Hayes,20,1,6
88634,Logan Rivera,29,0,5
88798,Cynthia Malone,44,3,3
88754,Jeffrey Gray,24,2,2
88833,Denise Ray,32,3,5
88766,Lance Collins,22,0,1
88857,Kelli Townsend,25,2,2
88828,Edwin Larson,30,0,2
88897,Tracy Graham,26,0,2
88839,Kara Perkins,26,0,1
88921,Craig Williams,44,0,2
88883,William Mendoza,44,0,2
88927,Megan Stevens,32,3,1
88909,Ana Moss,37,1,2
88971,Caroline Austin,29,2,6
88925,Russell Schmidt,29,0,1
89005,Vanessa Santos,18,1,3
88953,Lindsay Reeves,39,3,2
89011,Jeffrey Byrd,21,1,3
88985,Tasha Daniel,43,0,1
89041,Autumn Adams,37,2,5
89007,Latasha Oliver,19,2,3
89075,Alison Dawson,35,2,5
89019,Danny Ball,19,2,2
89092,Erica Dunn,22,2,3
89047,Leah Curtis,38,1,2
89132,Monique Dixon,27,0,2
89090,Oscar Gonzales,30,2,3
89168,Angel Douglas,41,2,1
89110,Christopher Thomas,44,0,1
89216,Luke Brewer,35,2,5
89150,Bradley Riley,20,2,5
89234,Alyssa Nguyen,19,0,1
89206,Shawn Jennings,25,1,1
89310,Sarah Ortega,32,0,2
89226,Jessica Mendez,19,0,3
89351,Valerie Haynes,41,2,2
89262,Melinda Fields,23,2,6
89389,Melissa Miles,40,1,2
89349,Bradley Wolfe,40,0,5
89441,Peter Mann,25,1,6
89353,Logan Ellis,41,0,1
89481,Eric Caldwell,39,3,3
89397,Meredith Francis,23,2,5
89523,Natalie Frazier,25,2,1
89467,Katie Moss,33,2,4
89549,Stacey Hoffman,25,1,2
89513,Jenny Curtis,38,1,1
89593,Kayla Barnett,21,1,1
89547,Miranda Warren,37,2,4
89630,Javier Lynch,21,1,2
89589,Rachael Robertson,41,2,1
89642,Diana Ferguson,40,0,2
89610,Isaac Rodriguez,32,1,2
89688,Brett Burns,34,3,1
89638,Elizabeth Mendez,22,2,5
89754,Jordan Herrera,22,2,3
89664,Javier Romero,39,2,1
89776,Roger Craig,38,2,1
89752,Tyler Becker,23,1,1
89796,Jill Kennedy,18,1,2
89756,Whitney Perry,29,0,2
89822,Kenneth Ramsey,23,2,1
89790,Ruben Rodgers,24,2,6
89848,Andrew Moreno,43,1,2
89818,Taylor Gomez,23,0,2
89899,Shane Price,28,2,3
89830,Carl Walters,37,1,2
89923,Tonya Burns,24,2,1
89895,Maurice Brewer,25,1,1
89971,Maurice Welch,36,1,3
89921,Julian Meyer,24,2,5
89995,Tony Carr,25,2,2
89947,Marc Chandler,41,3,3
90011,Steven Myers,35,1,4
89987,Rachel Robbins,43,3,2
90067,Derrick Elliott,21,1,2
90009,Heather Butler,20,1,3
90099,Wendy Nelson,22,0,2
90053,Jonathon Goodwin,35,0,3
90109,Matthew Walters,34,3,2
90093,Carlos Mitchell,29,2,1
90158,Jimmy Olson,28,2,6
90107,Kristy Crawford,34,3,1
90176,Krista Kennedy,34,1,2
90114,Carrie Lawson,19,2,3
90196,James Jensen,19,2,5
90172,Katie Kim,31,2,4
90230,Tasha Warren,31,0,1
90192,Erik George,39,2,2
90242,Stacey Glover,35,3,4
90228,Dylan Graves,27,2,6
90352,Luis Gonzalez,38,1,2
90234,Angelica Garza,28,0,2
90401,Erika Castro,29,2,1
90246,Brendan Dawson,28,1,4
90413,Valerie Barber,44,2,6
90389,Jaclyn Lewis,37,0,5
90437,Denise Reeves,35,3,3
90411,Francisco Phillips,26,1,6
90455,Victoria Bennett,19,2,3
90423,Alexandra Kelly,33,2,1
90523,Steven Keller,33,0,4
90439,Marissa Valdez,38,1,2
90547,Kristen Andrews,44,3,5
90487,Priscilla Adkins,34,0,3
90561,Ashley Lambert,30,2,2
90543,Meredith Lane,30,2,3
90601,Jaime Haynes,18,1,5
90551,Holly Pierce,18,1,6
90652,Courtney Gonzales,30,2,1
90571,Catherine Nichols,23,0,3
90696,Devin Franklin,44,0,1
90634,Kathryn Mann,27,1,4
90730,Anthony Shaw,44,1,2
90674,Chad Townsend,29,0,5
90748,Casey Peterson,35,2,1
90704,Justin Warren,35,3,4
90766,Dustin Farmer,24,2,6
90736,Frederick Knight,21,2,6
90812,Jose Graves,41,2,6
90760,Allison Swanson,20,2,1
90872,Anne Martinez,29,2,4
90780,Luke Aguilar,39,3,2
90917,Monique Page,41,3,4
90794,Carl Carroll,36,2,3
90927,Nicole Cox,40,1,1
90848,Rebekah Warner,19,2,2
90947,Desiree Wells,20,2,2
90915,Jacob Matthews,20,2,6
90965,William Hopkins,23,2,5
90925,Whitney Hale,33,1,2
90975,Tanya Rodriquez,28,0,2
90939,Mary Lowe,37,3,3
91001,Laura Nguyen,43,2,2
90951,Sandra Rivera,23,0,3
91015,Troy Franklin,36,0,2
90969,Meredith Jones,30,0,3
91071,Edward Ray,23,1,2
90989,Tony White,32,1,2
91099,Drew Swanson,18,2,1
91013,Louis Becker,32,1,4
91117,Kyle Parks,42,1,2
91049,Arthur Tucker,33,1,6
91170,Sara Townsend,44,2,5
91077,Edward Stevens,40,0,5
91234,Cody Beck,26,2,1
91101,Brad Delgado,29,2,4
91258,Reginald Nguyen,38,3,3
91121,Brianna Knight,44,2,3
91292,Jason Hughes,39,2,2
91214,Omar Flores,21,2,5
91316,Carrie Benson,25,2,1
91254,Emily Wolfe,30,2,1
91336,Cameron Maldonado,25,1,3
91284,Christian Cohen,36,3,2
91356,Clinton Morris,29,1,5
91310,Joseph Collins,41,0,4
91423,Katelyn Delgado,31,1,2
91322,Antonio Ortega,29,0,1
91461,Tabitha Conner,35,0,1
91354,Robert Townsend,26,0,6
91475,Antonio Ortega,42,2,1
91362,Courtney Miller,40,3,5
91487,Courtney Chambers,19,0,2
91433,Ebony Robbins,33,2,6
91533,Daniel Lambert,31,2,1
91471,Alexis White,22,0,1
91543,Olivia Santos,23,0,5
91481,Cindy Conner,39,0,2
91577,Felicia Perkins,18,1,3
91521,Adrian Delgado,44,0,1
91589,Stephen Peters,30,3,2
91537,Krista Oliver,42,0,2
91617,Tanya Santiago,32,2,4
91549,Monica Reeves,26,2,2
91621,Brooke Howell,40,1,2
91585,Jamie Moreno,20,1,2
91641,Edward Bush,37,0,6
91597,Jon Castro,25,2,1
91676,Carlos Castro,26,2,3
91619,Alexandra Franklin,36,1,3
91704,Wendy Barrett,24,1,2
91631,Beth Martinez,26,1,2
91826,Danny Black,19,1,6
91664,Lawrence Evans,20,2,1
91850,Kristy Welch,23,2,6
91682,Jerry Murphy,21,0,6
91917,James Bailey,31,3,1
91728,Micheal Butler,40,3,2
91939,Nicholas Franklin,42,0,5
91840,Jeffrey Gonzalez,21,2,2
91983,Arthur Hawkins,22,2,2
91880,Victoria Reyes,42,2,5
92023,Jonathon Kelley,30,0,3
91925,Claudia Morrison,36,2,1
92047,Ronald Bradley,33,2,3
91961,Paul Edwards,19,2,2
92077,Amy Kelly,24,2,5
91993,Jose Bailey,30,0,2
92093,Sandra Garner,43,0,3
92045,Brett Delgado,19,2,4
92137,Jack Welch,29,1,1
92071,Bethany Chapman,37,3,2
92168,Sharon Jenkins,35,2,5
92091,Robert Green,29,2,1
92200,Latoya Payne,21,0,5
92127,Tanya Woods,30,1,3
92238,Brandy Ramirez,36,3,2
92141,Jaime Gomez,41,3,2
92258,Kristen Hampton,41,1,3
92196,Sandra Barker,40,3,3
92280,Devin Daniel,23,1,2
92202,Caleb Hawkins,26,2,1
92318,Wayne Terry,23,2,2
92252,Jasmine Harper,25,2,3
92374,Jorge Baker,29,0,6
92268,Laura Jenkins,29,1,3
92435,Isaac Hubbard,24,2,3
92296,Marie Wells,30,1,2
92445,Randall Burton,36,0,1
